gx,gy,n_violations,n_days_active,road_class,poi_demand,severity,criticality,lat,lon,top_station,peak_hour,dominant_poi,name,CIS,CIS_rank
17269,2889,26,21,1.9038461538461537,0.0,1.2692307692307692,1.5961538461538463,13.004335346153848,77.71218140769231,K.R. Pura,10,none,Devasandra Main Road,19.89904970056735,676
17243,2887,123,44,1.0284552845528456,0.008130081300813009,1.3032520325203254,1.3178861788617886,12.992550249593496,77.59481146178862,High ground,4,poi_transit,Millers Road,19.881374643606065,677
17243,2910,66,26,1.0303030303030303,0.12121212121212122,1.5303030303030303,1.4621212121212122,13.098726492877569,77.5972911593405,Yelahanka,11,poi_hospital,BB Road,19.831977621986113,678
17238,2866,30,22,1.9333333333333333,0.0,1.3833333333333333,1.4366666666666668,12.897795963498334,77.57160148204922,K.S. Layout,12,none,Konanakunte Main Road,19.830909989902175,679
17277,2886,7,1,2.0,0.0,2.5,1.5,12.9894244,77.74874527142858,Mahadevapura,4,none,1st Main Road,19.81469229598031,680
17230,2891,30,12,1.3,0.0,2.25,1.53,13.011255816666667,77.53601772,Rajajinagar,11,none,Nandini Layout Club Road,19.808687767679952,681
17245,2876,31,19,1.8387096774193548,0.03225806451612903,1.435483870967742,1.4483870967741934,12.944432661290323,77.60295263548386,Adugodi,5,poi_school,BTP134 - Mico Bande,19.792825452175673,682
17229,2895,19,8,1.894736842105263,0.0,1.9473684210526316,1.4842105263157894,13.030410873684211,77.53471006842105,Yeshwanthpura,3,none,4th Main Road,19.74308429954333,683
17244,2871,44,17,1.9886363636363635,0.0,1.2159090909090908,1.4431818181818181,12.920932795454545,77.60052042727273,Mico Layout,12,none,BTP128 - Gorappanapalya Junction,19.73873082183417,684
17241,2911,143,23,1.6713286713286712,0.0,1.132867132867133,1.2412587412587412,13.099759250349651,77.58865023986014,Yelahanka,11,none,3rd A Cross Road,19.73764655435301,685
17249,2873,41,11,1.8780487804878048,0.0,1.5121951219512195,1.4634146341463414,12.931516707317073,77.62327940487805,Adugodi,7,none,7th Cross Road,19.735393294322883,686
17233,2893,44,24,1.0454545454545454,0.0,1.6022727272727273,1.7772727272727273,13.021191261363638,77.55181975681818,Yeshwanthpura,2,none,Mumbai Bengaluru Highway,19.72888233698569,687
17222,2899,167,12,1.2934131736526946,0.0,1.062874251497006,1.6760479041916165,13.047093941317364,77.50101055269461,Peenya,4,none,Mumbai Bengaluru Highway,19.700944847398755,688
17246,2870,24,13,2.4583333333333335,0.0,1.2291666666666667,1.3499999999999999,12.916074704166666,77.61014198333334,Mico Layout,5,none,"BTP163 - 16th Main Road, BTM Layout",19.695928400730235,689
17242,2906,4,2,1.75,0.0,1.125,2.625,13.078371025000001,77.592661125,Yelahanka,8,none,16th Main Road,19.654707793036707,690
17239,2873,24,6,2.5,0.0,1.1458333333333333,1.4749999999999999,12.93050555,77.57961714583332,Jayanagara,6,none,"BTP188 - 27th Cross, 4th Main, Jayanagar",19.6375950673969,691
17224,2894,12,10,1.7916666666666667,0.08333333333333333,1.6083333333333334,1.7083333333333333,13.025163941666667,77.51112590555556,Peenya,7,poi_transit,3rd Main Road,19.628451072053807,692
17231,2870,26,13,1.1538461538461537,0.0,1.5,2.0846153846153848,12.919234119313062,77.54215834936386,Banashankari,12,none,Ittamadu Road,19.55674200825966,693
17220,2875,47,19,1.9787234042553192,0.0,1.3361702127659574,1.302127659574468,12.939258823404256,77.49299608085107,Jnanabharathi,11,none,Kengeri Main Road,19.549365883578737,694
17242,2905,87,21,1.0114942528735633,0.0,1.4540229885057472,1.6954022988505748,13.07277109770115,77.59056885402299,Kodigehalli,9,none,Sahakar Nagar Road,19.547125484881743,695
17240,2894,32,26,1.5625,0.03125,1.484375,1.4625,13.02480429375,77.58224118125,Kodigehalli,7,poi_school,1st Main Road,19.500517877845716,696
17232,2885,47,14,1.8936170212765957,0.0,1.4042553191489362,1.3914893617021278,12.984723013520274,77.5467567651941,Magadi Road,4,none,"BTP024 - NPS, Vijayanagar",19.45716730201846,697
17242,2857,28,21,1.9285714285714286,0.0,1.5714285714285714,1.3178571428571428,12.858122043566206,77.58928657941304,Hulimavu,9,none,Bannerghatta Main Road,19.435886142456752,698
17220,2882,3,2,2.0,0.0,1.8333333333333333,2.066666666666667,12.970017166666667,77.4922641,Jnanabharathi,3,none,Muddinapalya Main Road,19.429568370212376,699
17228,2896,13,8,1.5769230769230769,0.0,2.3461538461538463,1.5538461538461539,13.034266935897437,77.53009455128205,Yeshwanthpura,2,none,6th Main Road,19.428956570986745,700
17261,2893,13,12,1.8076923076923077,0.07692307692307693,1.6153846153846154,1.623076923076923,13.020913692769467,77.67725031846155,Banaswadi,2,poi_market,TC Palya Main Road,19.42382836585854,701
17266,2869,5,4,1.0,0.8,1.4,1.44,12.911739059999999,77.69801012,Bellandur,3,poi_school,Gear School Road,19.423072120459338,702
17226,2895,28,6,1.5,0.0,1.6785714285714286,1.8,13.027914557142855,77.5188609,Peenya,11,none,TVS Cross Road,19.418028999599606,703
17265,2894,4,3,2.0,0.0,2.625,1.5,13.023968925,77.693649475,K.R. Pura,5,none,TC Palya Main Road,19.41304112637004,704
17221,2876,25,14,1.88,0.04,1.24,1.624,12.944618796,77.495316432,Jnanabharathi,4,poi_market,Kengeri Main Road,19.404686108932857,705
17249,2900,9,2,1.1111111111111112,0.7777777777777778,1.5,1.2,13.05363958888889,77.62132679999999,Hennuru,9,poi_techpark,Manyata Residency Road,19.395387274360196,706
17241,2882,76,29,1.0,0.0,1.5236842105263158,1.5592105263157894,12.96986350131579,77.58578256052631,Halasuru Gate,8,none,BTP075 - Police Corner,19.390760459277303,707
17258,2897,1,1,2.0,0.0,1.5,2.5,13.037923,77.664938,Hennuru,5,none,K Muniswamappa Main Road,19.33333333333333,710
17275,2873,1,1,2.0,0.0,1.5,2.5,12.9298278,77.7403797,Whitefield,9,none,Varthur Main Road,19.33333333333333,712
17244,2897,1,1,2.0,0.0,1.5,2.5,13.0392608,77.5997035,Hebbala,5,none,Visvanathan Nagenahalli Main Road,19.33333333333333,709
17224,2897,1,1,2.0,0.0,1.5,2.5,13.0369347,77.5102354,Peenya,13,none,Nagasandra Main Road,19.33333333333333,708
17267,2875,1,1,2.0,0.0,1.5,2.5,12.9378354,77.7021191,HAL Old Airport,9,none,Panathur Main Road,19.33333333333333,711
17278,2881,1,1,2.0,0.0,1.5,2.5,12.968793564429724,77.75544575173693,Whitefield,10,none,Immadihalli Main Road,19.33333333333333,713
17257,2865,75,37,1.0,0.0,1.3506666666666667,1.5293333333333334,12.894413272598243,77.65724118251943,HSR Layout,11,none,Haralur Road,19.307392105475955,714
17241,2856,28,17,1.8928571428571428,0.0,1.7428571428571427,1.2892857142857144,12.854561163506753,77.58862967137404,Hulimavu,7,none,Bannerghatta Main Road,19.307314713885322,715
17235,2874,13,7,1.5,0.0,1.7692307692307692,1.9538461538461538,12.935814369566478,77.55995071282092,Basavanagudi,11,none,80 Feet Main Road,19.282802724832898,716
17237,2885,36,21,1.6388888888888888,0.0,1.5777777777777777,1.4194444444444445,12.984135555555556,77.56806603888889,Sheshadripuram,3,none,5th Main Road,19.246477254669163,717
17244,2883,121,32,1.0165289256198347,0.0,1.3264462809917354,1.4462809917355373,12.97598708429752,77.5997585338843,Cubbon Park,6,none,BTP042 - Minsk Square Junction (CTO),19.22904890534912,718
17233,2881,34,24,1.9411764705882353,0.0,1.3823529411764706,1.2823529411764707,12.965507382352941,77.54938777941176,Magadi Road,3,none,C Chowdappa Main Road,19.187736762213493,719
17230,2885,133,21,1.086466165413534,0.0,1.330827067669173,1.5300751879699248,12.986144964375853,77.53722739127421,Kamakshipalya,10,none,BTP208 - Havanur Circle,19.160357414694122,720
17239,2895,71,34,1.056338028169014,0.0,1.4788732394366197,1.4577464788732395,13.028455763380283,77.57657537746479,Sadashivanagar,11,none,80 Feet Road,19.141118227039833,721
17239,2871,25,15,1.72,0.04,1.46,1.556,12.922881267663627,77.57749647594986,Jayanagara,7,poi_hospital,"BTP114 - KR Road Junction, Near JSS",19.111352775599517,722
17240,2891,55,14,1.3818181818181818,0.0,1.490909090909091,1.6145454545454545,13.011034087272728,77.5836094709091,Sadashivanagar,11,none,BTP030 - Mekhri Circle,19.102623225941418,723
17232,2876,27,8,1.1851851851851851,0.0,1.3333333333333333,2.1703703703703705,12.942335522222223,77.54829405185185,Banashankari,13,none,Sri Kumaraswamy Temple Road,19.059474608815457,724
17244,2870,13,7,2.269230769230769,0.0,1.2307692307692308,1.6923076923076923,12.91759416923077,77.60054846153847,Mico Layout,3,none,BTP128 - Gorappanapalya Junction,19.026392468422642,725
17239,2914,47,13,1.9148936170212767,0.0,1.2872340425531914,1.4106382978723404,13.116429825531915,77.57813423404255,Yelahanka,3,none,Doddaballapur Main Road,19.025961628259594,726
17260,2883,3,3,2.0,0.6666666666666666,1.1666666666666667,1.2,12.973912466666667,77.6732586,Banaswadi,2,poi_mall,GM Palya Main Road,19.00734614799015,727
17228,2893,34,19,1.3235294117647058,0.0,1.9411764705882353,1.45,13.021075455882354,77.52853988529412,Yeshwanthpura,10,none,100 Feet Road,19.00636421319389,728
17242,2873,68,13,1.786764705882353,0.0,1.0955882352941178,1.4955882352941177,12.93056605882353,77.5922359264706,Jayanagara,12,none,10th Cross Road,19.005489150431693,729
17250,2870,20,12,1.9,0.0,1.425,1.625,12.91698876,77.62911956,Madiwala,13,none,Outer Ring Road,19.003656902430286,730
17255,2872,34,5,2.514705882352941,0.0,1.2647058823529411,1.2176470588235293,12.924440623529412,77.65006117941176,HSR Layout,2,none,Outer Ring Road,18.96812891907624,731
17229,2879,22,5,1.75,0.0,1.2954545454545454,1.8863636363636365,12.959558172727272,77.53259762272727,Byatarayanapura,5,none,BTP017 - Attiguppe Circle,18.950955354393027,732
17228,2857,18,9,1.8611111111111112,0.0,1.5555555555555556,1.6444444444444446,12.860555461111112,77.52938273333334,Thalagattapura,11,none,Konanakunte Main Road,18.909736846532677,733
17253,2883,99,18,1.7525252525252526,0.010101010101010102,1.02020202020202,1.3323232323232324,12.97750742929293,77.63984053939393,Jeevanbheemanagar,2,poi_hospital,9th A Main Road,18.901824400414252,734
17257,2860,61,11,1.0,0.0,1.6639344262295082,1.7754098360655737,12.870401847540984,77.65802957704918,Electronic City,2,none,Hosa Road,18.89745468069743,735
17240,2899,7,1,2.5,0.0,1.7142857142857142,1.5,13.04688592857143,77.58067284285714,Kodigehalli,2,none,Outer Ring Road,18.886120867408877,736
17272,2889,3,2,2.0,0.0,1.0,2.5,13.0035515,77.72407723333333,K.R. Pura,3,none,Kodigehalli Main Road,18.874012814656822,737
17248,2892,5,1,2.0,0.0,1.8,1.9,13.01740818,77.61823932,K.G. Halli,5,none,Vinoba Nagar Main Road,18.85640545379267,738
17242,2891,14,10,1.8571428571428572,0.0,1.3571428571428572,1.8214285714285714,13.010608785714286,77.59052727142857,R.T. Nagar,5,none,Jayamahal Main Road,18.85158943730557,739
17238,2897,88,18,1.4204545454545454,0.0,1.2386363636363635,1.4909090909090907,13.037182311363637,77.57455127272728,Kodigehalli,10,none,3rd Main Road,18.85093724879285,740
17231,2894,187,34,1.03475935828877,0.0,1.1684491978609626,1.3058823529411765,13.027222469518717,77.54311865347593,Yeshwanthpura,10,none,Mumbai Bengaluru Highway,18.835024878120453,741
17227,2892,1,1,1.5,0.0,2.0,2.5,13.0155316,77.5235756,Rajajinagar,4,none,3rd Cross Road,18.833333333333332,742
17249,2875,56,16,1.8214285714285714,0.0,1.1696428571428572,1.4124999999999999,12.94025445,77.62217559821428,Adugodi,4,none,20th Main Road,18.76561319979625,743
17236,2885,78,28,1.1794871794871795,0.0,1.6538461538461537,1.2833333333333332,12.982688707692308,77.5631418025641,Sheshadripuram,11,none,BTP010 - Rajajinagar Entrance,18.756744070418225,744
17238,2900,47,17,1.0851063829787233,0.0,1.9361702127659575,1.5212765957446808,13.051876227659573,77.57495237446808,Kodigehalli,2,none,Kodigehalli Road,18.747238224004274,745
17253,2861,18,10,1.2222222222222223,0.0,2.5,1.5,12.876414149161063,77.64000804489984,Electronic City,3,none,Manipal County Road,18.728255365051197,746
17236,2896,29,5,1.9827586206896552,0.0,1.5,1.4689655172413794,13.032552396551726,77.56403275517242,Yeshwanthpura,3,none,6th Main Road,18.62305709596896,747
17233,2879,33,20,1.0,0.0,1.606060606060606,1.8242424242424242,12.957305790909091,77.55187887878787,Chamarajpet,0,none,"BTP093 - Toll Gate, Mysore Road",18.561863070968293,748
17236,2870,16,4,1.03125,0.25,2.0625,1.5625,12.917984225,77.56454016250001,Banashankari,10,poi_school,BTP158 - Devegowda Petrol Bunk,18.559693690654907,749
17222,2877,10,1,1.1,0.7,1.05,1.5,12.948854072215955,77.49966429687359,Jnanabharathi,11,poi_school,Bangalore University Road,18.54098742405304,750
17274,2871,19,11,1.4736842105263157,0.0,1.8157894736842106,1.6736842105263159,12.921103405263159,77.73637175789474,Whitefield,6,none,Varthur Main Road,18.537821141648596,751
17246,2876,31,14,1.032258064516129,0.03225806451612903,1.3806451612903226,1.9870967741935484,12.94345418387097,77.60787879129032,Adugodi,8,poi_market,BTP133 - Adugodi Junction,18.502502871530513,752
17224,2896,1,1,2.0,0.0,3.0,1.5,13.0363172,77.511368,Peenya,3,none,1st Main Road,18.5,753
17279,2862,1,1,2.0,0.0,3.0,1.5,12.8818389,77.7569146,No Police Station,11,none,Sarjapura Main Road,18.5,755
17225,2886,1,1,2.0,0.0,3.0,1.5,12.9884109,77.5161497,Kamakshipalya,12,none,Magadi Main Road,18.5,754
17261,2882,2,2,2.0,0.5,1.5,1.35,12.9730347,77.67664175,Banaswadi,5,poi_mall,GM Palya Main Road,18.499059305802522,756
17235,2882,5,4,1.9,0.0,1.6,2.0,12.9691214,77.55914672,Magadi Road,1,none,1st Main Road,18.489738787126004,757
17247,2881,8,5,1.0625,0.0,1.4375,2.55,12.9666287125,77.6153934375,Ashok Nagar,4,none,BTP141 - Palmgroove Junction,18.484631426261856,758
17241,2901,38,12,1.605263157894737,0.0,1.368421052631579,1.6026315789473684,13.058080960526315,77.58749591578948,Kodigehalli,11,none,15th Cross Road,18.469359449823088,759
17265,2891,35,18,1.0571428571428572,0.02857142857142857,1.542857142857143,1.7714285714285714,13.009619385714286,77.69666345142856,K.R. Pura,12,poi_hospital,MBT Road,18.46777610319455,760
17243,2860,49,10,1.9591836734693877,0.0,1.0816326530612246,1.469387755102041,12.872986265992024,77.59426217756466,Hulimavu,3,none,Bannerghatta Main Road,18.46560448069318,761
17219,2873,5,3,2.0,0.0,1.5,2.0,12.932883440000001,77.4883695,Kengeri,12,none,Kengeri Main Road,18.456405453792673,762
17255,2885,23,13,1.0434782608695652,0.0,1.8695652173913044,1.8478260869565217,12.986201752107807,77.64819382678033,Jeevanbheemanagar,13,none,Suranjan Das Road,18.445010793251242,763
17240,2893,38,19,1.013157894736842,0.0,1.5789473684210527,1.786842105263158,13.021047692766658,77.5841506288713,R.T. Nagar,10,none,Bellary Road,18.437780502454668,764
17233,2862,27,13,1.962962962962963,0.0,1.4740740740740739,1.3703703703703705,12.882996896296296,77.54915667407407,Thalagattapura,10,none,Anjanapura Main Road,18.429844979185827,765
17224,2881,16,8,1.34375,0.0,2.4375,1.48125,12.9670416625,77.50985006875,Jnanabharathi,3,none,60 Feet Road,18.415943690654906,766
17235,2875,32,11,1.953125,0.0,1.265625,1.478125,12.940847446874999,77.56005713125,Basavanagudi,3,none,50 Feet Main Road,18.41197621117904,767
17230,2878,25,14,1.16,0.04,1.62,1.7919999999999998,12.952142188,77.537413576,Byatarayanapura,5,poi_market,BTP096 - Gali Anjaneya Temple,18.38468610893285,768
17243,2900,35,13,1.0,0.37142857142857144,1.3571428571428572,1.3714285714285714,13.051015614285715,77.59373214857143,Hebbala,1,poi_mall,Bellary Road,18.33920467462312,769
17258,2879,19,14,1.0,0.0,1.5526315789473684,2.1,12.959043630457753,77.66261448487965,Jeevanbheemanagar,2,none,Old Airport Road,18.332557983753862,770
17235,2895,51,19,1.0686274509803921,0.0196078431372549,1.4568627450980391,1.6764705882352942,13.029659330020682,77.56086988312653,Yeshwanthpura,13,poi_school,MS Ramaiah Road,18.326149903981833,771
17236,2875,80,16,1.5375,0.0125,1.23125,1.3875,12.940801195873002,77.56489964478591,Basavanagudi,11,poi_school,Sri Dattathreya Temple Road,18.316192333847205,772
17232,2907,40,25,1.325,0.0,1.55,1.4525000000000001,13.081746100211177,77.54818519092028,Yelahanka,5,none,Singapura Main Road,18.315526697341745,773
17241,2857,27,15,1.9259259259259258,0.0,1.5,1.3333333333333333,12.857527508381873,77.58891979566688,Hulimavu,4,none,Bannerghatta Main Road,18.295277077951255,774
17221,2900,41,26,1.0609756097560976,0.0,1.7317073170731707,1.5,13.050365214634146,77.4947220707317,Chikkabanavara,2,none,Mumbai Bengaluru Highway,18.235393294322883,775
17245,2881,59,22,1.0,0.0,1.4406779661016949,1.664406779661017,12.96692693828579,77.6044034011612,Ashok Nagar,3,none,"BTP099 - Cash Pharmacy, Residency Road",18.232585203826634,776
17252,2889,18,11,2.2777777777777777,0.0,1.2777777777777777,1.3944444444444446,13.002677833333333,77.63472583888888,Banaswadi,10,none,Banaswadi Main Road,18.20418129097712,777
17240,2901,14,5,1.9642857142857142,0.0,1.6428571428571428,1.5714285714285714,13.058655714285715,77.58299394285714,Kodigehalli,8,none,Kodigehalli Main Road,18.17301800873414,778
17254,2900,15,10,2.2333333333333334,0.0,1.6,1.3,13.052797066666667,77.64612534,Hennuru,4,none,Hennur Main Road,18.1553717773038,779
17267,2893,9,6,2.0,0.0,2.111111111111111,1.3777777777777778,13.020900333333334,77.70234356666667,K.R. Pura,4,none,TC Palya Main Road,18.132424311397234,780
17254,2868,96,6,1.9166666666666667,0.0,1.2135416666666667,1.2249999999999999,12.909186229166666,77.64453194166667,HSR Layout,10,none,19th Main Road,18.12368052195955,781
17235,2906,36,7,1.9444444444444444,0.0,1.25,1.4833333333333334,13.079539322222223,77.559084475,Yelahanka,3,none,Vidyaranyapura Main Road,18.106662439854347,782
17243,2863,62,18,1.435483870967742,0.0,1.282258064516129,1.4758064516129032,12.884806443029397,77.59699228360144,Hulimavu,11,none,BDA 80 Feet Road,18.082643001384252,783
17247,2880,47,7,1.0106382978723405,0.0,1.553191489361702,1.8829787234042554,12.96167819574468,77.61525553829787,Ashok Nagar,2,none,BTP142 - Lower Agram Road Junction,18.066387160174486,784
17229,2875,62,19,1.153225806451613,0.0,1.5564516129032258,1.493548387096774,12.938596522580646,77.53336625645161,Banashankari,3,none,60 Feet Road,18.041245151921885,785
17251,2911,3,2,2.0,0.0,3.0,1.2,13.101616633333334,77.6316221,Hennuru,3,none,Kogilu Main Road,18.040679481323487,786
17264,2929,86,20,1.0,0.0,1.5290697674418605,1.4965116279069766,13.184192867441862,77.68972029418605,Chikkajala,5,none,Unnamed Road,18.03118971363591,787
17255,2862,15,1,1.9666666666666666,0.0,1.8,1.5,12.882589364060017,77.6496604965666,Electronic City,4,none,11th Main Road,18.022038443970462,788
17256,2859,80,31,1.03125,0.0,1.21875,1.50625,12.869541363749999,77.65351064000001,Electronic City,12,none,Hosur Road,18.01827566718054,789
17251,2889,55,14,1.981818181818182,0.0,1.1818181818181819,1.2345454545454544,13.001973344198278,77.63244589643043,Banaswadi,10,none,Banaswadi Main Road,17.990502013820205,790
17225,2883,27,16,1.2777777777777777,0.0,1.8259259259259257,1.5518518518518518,12.975115633333333,77.51373437407408,Jnanabharathi,3,none,4th A Cross Road,17.99033880634632,791
17225,2869,4,1,1.25,0.0,1.625,2.5,12.912928775000001,77.51377745,Kengeri,7,none,2nd Cross Road,17.979707793036706,792
17280,2892,33,9,1.696969696969697,0.0,1.5303030303030303,1.4727272727272727,13.015433181818182,77.76156711818182,Mahadevapura,3,none,Whitefield Main Road,17.968933778039002,793
17249,2894,4,3,1.375,0.0,1.625,2.375,13.026508175,77.62244390000001,K.G. Halli,13,none,22nd Cross Road,17.954707793036707,794
17232,2898,21,11,1.9285714285714286,0.0,1.3571428571428572,1.519047619047619,13.04426240952381,77.54784313809525,Jalahalli,13,none,Jalahalli Main Road,17.947539921249543,795
17218,2900,24,8,1.0208333333333333,0.0,2.3125,1.6041666666666667,13.053633466666668,77.4842391875,No Police Station,12,none,Mumbai Bengaluru Highway,17.938983956285792,796
17222,2878,5,5,2.4,0.0,1.56,1.58,12.952155099999999,77.49967971999999,Jnanabharathi,2,none,2nd Main Road,17.92307212045934,797
17249,2878,22,15,1.8863636363636365,0.0,1.25,1.531818181818182,12.95358159090909,77.62227906818181,Ashok Nagar,3,none,4th Main Road,17.92065232409,798
17240,2898,16,9,2.25,0.0,1.59375,1.2562499999999999,13.04333549375,77.58349964375,Kodigehalli,6,none,Outer Ring Road,17.89302702398824,799
17235,2890,24,11,1.75,0.0,1.6041666666666667,1.45,13.0065462,77.55806889583333,Malleshwaram,6,none,"BTP001 - 10th Cross, Dr. Rajkumar Road",17.8875950673969,800
17253,2894,17,14,1.7647058823529411,0.0,1.6529411764705884,1.4705882352941178,13.024166788235293,77.6399013117647,Banaswadi,10,none,5th Main Road,17.887320711506916,801
17227,2900,250,25,1.028,0.0,1.0,1.3428,13.050494744400002,77.52553118239999,Jalahalli,3,none,Chikka Banavara RS Road,17.8551467431736,802
17270,2889,11,10,1.9545454545454546,0.0,1.3636363636363635,1.7,13.004544800000001,77.71710988181817,K.R. Pura,3,none,Kodigehalli Main Road,17.842539480570707,803
17271,2884,14,4,1.0714285714285714,0.35714285714285715,1.7142857142857142,1.5,12.980570428571427,77.72152581428573,Mahadevapura,7,poi_techpark,Road Number 7th,17.80158943730557,804
17271,2894,52,27,1.1538461538461537,0.0,1.7115384615384615,1.2999999999999998,13.026376003846154,77.72058755961538,K.R. Pura,11,none,MBT Road,17.798550097784208,805
17245,2878,26,16,1.7692307692307692,0.0,1.5576923076923077,1.3461538461538463,12.951825219230768,77.60510166923076,Ashok Nagar,2,none,BTP132 - Anepalya Junction,17.78366508518274,806
17240,2874,117,20,1.2264957264957266,0.017094017094017096,1.0726495726495726,1.4461538461538461,12.935737710500652,77.5837299355466,Jayanagara,6,poi_hospital,BTP218 - Syndicate Bank Junction,17.783484423449227,807
17234,2898,32,20,1.546875,0.0,1.53125,1.390625,13.043737587499999,77.55537406875,Jalahalli,12,none,Outer Ring Road,17.77343454451238,808
17258,2889,77,13,1.9610389610389611,0.0,1.051948051948052,1.2077922077922079,13.003418945454545,77.6626712831169,Banaswadi,4,none,2nd Main Road,17.772000653634613,809
17222,2906,8,8,1.9375,0.0,2.225,1.3125,13.0801778875,77.50240062499999,Chikkabanavara,3,none,Hesaraghatta Main Road,17.75963142626186,810
17249,2866,5,4,2.0,0.0,1.6,1.8399999999999999,12.89915432,77.62195402,Madiwala,11,none,Kodichikkanahalli Main Road,17.75640545379267,811
17235,2871,17,8,1.5294117647058822,0.0,1.911764705882353,1.5647058823529412,12.922424201076032,77.56038231214886,Banashankari,3,none,BTP158 - Devegowda Petrol Bunk,17.75398737817358,812
17279,2887,21,16,1.9285714285714286,0.0,1.5952380952380953,1.2714285714285714,12.994269133333333,77.75757687142857,Mahadevapura,2,none,Whitefield Main Road,17.741190714900338,813
17252,2893,158,24,1.0284810126582278,0.0,1.0601265822784811,1.4582278481012658,13.022423622562734,77.63784397177403,Banaswadi,13,none,CMR Road,17.730937375659973,814
17243,2868,21,16,1.7142857142857142,0.09523809523809523,1.1333333333333333,1.5285714285714287,12.908052319047618,77.59509612857144,J.P. Nagar,6,poi_transit,BTP222 - Delmia Circle,17.717381191090816,815
17269,2943,81,27,1.0,0.012345679012345678,1.4012345679012346,1.4197530864197532,13.244864861728395,77.71316079753086,Devanahalli Airport,4,poi_transit,Sulibele Road,17.708006590187868,816
17253,2870,18,13,2.4166666666666665,0.0,1.2777777777777777,1.2,12.9163313,77.63916873888888,HSR Layout,2,none,Outer Ring Road,17.683810920606753,817
17250,2901,11,10,1.6363636363636365,0.18181818181818182,1.3636363636363635,1.5818181818181818,13.057503536363635,77.62657059090908,Hennuru,11,poi_techpark,Rachenahalli Main Road,17.675872813904043,818
17246,2916,30,13,1.45,0.0,1.6833333333333333,1.48,13.122359679999999,77.61079837000001,Yelahanka,8,none,Bellary Road,17.592021101013287,819
17250,2916,7,3,2.0,0.0,2.0714285714285716,1.457142857142857,13.122046942857143,77.62818944285713,Yelahanka,4,none,Bagaluru Main Road,17.581358962646977,820
17226,2887,9,3,1.0,0.0,2.888888888888889,1.6111111111111112,12.991756777777777,77.52098582222223,Kamakshipalya,10,none,Dr Rajkumar Puniya Bhoomi Road,17.565757644730567,821
17246,2886,107,23,1.014018691588785,0.0,1.2570093457943925,1.4700934579439253,12.989513837383178,77.6088914224299,Pulikeshinagar(F.Town),12,none,Seppings Road,17.52983353740556,822
17248,2870,1,1,3.5,0.0,1.0,1.5,12.9160937,77.6168104,Mico Layout,2,none,"BTP164 - 29th Main Road, BTM Layout",17.5,823
17248,2904,1,1,1.0,1.0,1.5,1.2,13.0709617,77.6189683,Hennuru,2,poi_transit,Railway Parallel Road,17.5,824
17274,2897,1,1,1.0,0.0,1.5,3.0,13.0367455,77.7371607,K.R. Pura,5,none,MBT Road,17.5,827
17250,2902,1,1,1.0,1.0,1.0,1.5,13.0633189,77.6280166,Hennuru,6,poi_transit,Thanisandra Railway Station Road,17.5,825
17262,2854,1,1,1.0,1.0,1.5,1.2,12.8457393,77.6809993,Electronic City,11,poi_techpark,Joggers Lane,17.5,826
17236,2891,2,2,1.0,1.0,1.25,1.2,13.00991505,77.56266445,Malleshwaram,7,poi_mall,Canara Union Road,17.49905930580252,828
17268,2893,46,22,1.0869565217391304,0.0,1.7608695652173914,1.4021739130434783,13.019464166452734,77.70870378057579,K.R. Pura,11,none,MBT Road,17.498047067143638,829
17259,2870,43,23,1.3953488372093024,0.0,1.4069767441860466,1.3953488372093024,12.918232,77.66923112325581,Bellandur,4,none,Bellandur Road,17.473896774296914,830
17220,2874,24,13,1.9791666666666667,0.0,1.3541666666666667,1.3499999999999999,12.936612875,77.49251505833334,Kengeri,11,none,Kengeri Main Road,17.44592840073023,831
17217,2869,45,21,1.0888888888888888,0.022222222222222223,1.488888888888889,1.54,12.911507929580267,77.48036726944035,Kengeri,11,poi_transit,Kengeri Magadi Road,17.439109583191264,832
17229,2896,51,23,1.0784313725490196,0.0,1.5,1.5078431372549022,13.033458160130717,77.53372820261437,Yeshwanthpura,3,none,Watch Factory Road,17.434646636007976,833
17251,2876,4,2,2.0,0.0,2.25,1.5,12.944090849999998,77.630159975,Ashok Nagar,4,none,Ejipura Main Road,17.404707793036707,834
17254,2860,17,10,1.0,0.0,2.5294117647058822,1.5,12.87387795882353,77.64467437647058,Electronic City,3,none,Manipal County Road,17.39320306444809,835
17250,2915,9,5,2.0,0.0,1.8333333333333333,1.4666666666666666,13.121838211111111,77.6268520888889,Yelahanka,3,none,Bagaluru Main Road,17.35094282991575,836
17232,2891,20,16,1.25,0.05,1.6,1.6350000000000002,13.012104195000001,77.54577086,Rajajinagar,4,poi_transit,BTP023 - Mahalaxmi Layout Entrance,17.34532356909696,837
17228,2904,73,17,1.452054794520548,0.0,1.2191780821917808,1.3726027397260274,13.068949380821918,77.5300108479452,Jalahalli,12,none,Forest Region Road,17.31613948586581,838
17251,2895,15,11,1.2,0.06666666666666667,1.5,1.8666666666666667,13.02871796,77.63163326,K.G. Halli,10,poi_hospital,MBT Road,17.31092733285935,839
17246,2875,67,31,1.0149253731343284,0.0,1.4253731343283582,1.3641791044776117,12.939560865671641,77.60958594925373,Adugodi,3,none,BTP133 - Adugodi Junction,17.288129767729743,840
17248,2897,16,12,1.4375,0.125,2.05,1.21875,13.04090365625,77.6176032,Hennuru,6,poi_techpark,MBT Road,17.261777023988238,841
