cell,name,lat,lon,top_station,CIS,CIS_rank,n_violations,road_class,dominant_poi,peak_hour,demand_index,blind_spot,reliable,devices,evening_share,observed,archetype,intervention
17273_2882,6th Cross Road,12.970029399999998,77.73186528,Whitefield,20.08973878712601,662,5,1.7,none,1,1.0,27.77635658933847,False,3,0.0,5,(low-volume cell),
17220_2886,Magadi Main Road,12.9877502,77.493650175,Kamakshipalya,20.084631426261858,663,8,2.1875,none,8,1.1428571428571428,25.989721237705197,False,5,0.0,8,(low-volume cell),
17242_2892,RT Nagar Main Road,13.016995659,77.591225092,R.T. Nagar,20.07050120947363,664,100,1.48,none,4,10.0,24.19311473868047,True,8,0.0,100,(low-volume cell),
17250_2867,Kodichikkanahalli Main Road,12.903515,77.62672878947369,Madiwala,20.056494612919757,665,57,1.894736842105263,none,10,5.181818181818182,23.71445485971576,True,9,0.0,57,(low-volume cell),
17248_2876,Srinivagilu Main Road,12.94551285,77.61903875499999,Adugodi,20.04532356909696,666,20,2.0,poi_mall,4,2.857142857142857,25.938856463117823,False,5,0.0,20,(low-volume cell),
17248_2920,Hosahalli Main Road,13.143617115044249,77.61783754159292,Chikkajala,20.03477982819096,667,113,1.646017699115044,none,13,10.272727272727272,23.68877967109592,True,9,0.0,113,(low-volume cell),
17229_2883,BTP214 - 5th Main Chamrajpet  Junction,12.975955833707864,77.53174749887641,Vijayanagara,20.03254275123393,668,89,1.4606741573033708,none,12,4.045454545454546,20.43823967371537,True,20,0.0,89,(low-volume cell),
17247_2871,"BTP164 - 29th Main Road, BTM Layout",12.921018101525164,77.61325900739635,Madiwala,20.006498385471307,669,9,2.1666666666666665,none,11,1.8,27.661267234344844,False,3,0.0,9,(low-volume cell),
17232_2869,3rd Main Road,12.91378514839563,77.54672475241085,K.S. Layout,19.997251448637616,670,6,2.0,none,3,1.5,28.90561684942848,False,2,0.0,6,(low-volume cell),
17250_2875,Srinivagilu Main Road,12.939123418497086,77.6258754041159,Adugodi,19.994470958373505,671,62,1.967741935483871,none,1,5.636363636363637,23.641119155528237,True,9,0.0,62,(low-volume cell),
17259_2879,Dr BR Ambedkar Road,12.958583171335505,77.66819590032573,HAL Old Airport,19.962448869321268,672,307,1.006514657980456,none,3,25.58333333333333,22.70867547218185,True,10,0.0390879478827361,307,Two-wheeler spillover,Add two-wheeler parking supply; mark legal bays near transit/markets
17249_2895,Kempegowda Road,13.031311151851853,77.62255696111112,K.G. Halli,19.94193025396879,673,54,1.3703703703703705,poi_school,2,7.714285714285714,25.80506444169642,True,5,0.0,54,(low-volume cell),
17223_2895,1st Main Road,13.031564333333334,77.50372411666667,Peenya,19.931228849831584,674,12,2.0,none,2,2.4,27.557198511281968,False,3,0.0,12,(low-volume cell),
17232_2884,BTP068 - Veeresh Theatre Junction,12.978430866666669,77.54491678533333,Magadi Road,19.918503216587062,675,75,1.153333333333333,none,11,2.8846153846153846,19.562988532992044,True,24,0.0,75,(low-volume cell),
17269_2889,Devasandra Main Road,13.004335346153848,77.71218140769231,K.R. Pura,19.89904970056735,676,26,1.9038461538461535,none,10,1.7333333333333334,22.06517373987312,False,13,0.0,26,(low-volume cell),
17243_2887,Millers Road,12.992550249593496,77.59481146178862,High ground,19.881374643606065,677,123,1.0284552845528456,poi_transit,4,5.3478260869565215,20.081901466461183,True,21,0.0,123,(low-volume cell),
17243_2910,BB Road,13.098726492877567,77.5972911593405,Yelahanka,19.831977621986116,678,66,1.0303030303030305,poi_hospital,11,3.473684210526316,20.901664504403524,True,17,0.0,66,(low-volume cell),
17238_2866,Konanakunte Main Road,12.897795963498334,77.57160148204922,K.S. Layout,19.83090998990217,679,30,1.9333333333333331,none,12,2.3076923076923075,22.65763245630489,False,11,0.0,30,(low-volume cell),
17277_2886,1st Main Road,12.9894244,77.74874527142858,Mahadevapura,19.81469229598031,680,7,2.0,none,4,2.333333333333333,30.397387559056067,False,1,0.0,7,(low-volume cell),
17230_2891,Nandini Layout Club Road,13.011255816666669,77.53601772,Rajajinagar,19.808687767679952,681,30,1.3,none,11,6.0,27.387771480360676,False,3,0.0,30,(low-volume cell),
17245_2876,BTP134 - Mico Bande,12.944432661290325,77.60295263548386,Adugodi,19.792825452175677,682,31,1.8387096774193548,poi_school,5,2.8181818181818183,23.40269697125917,False,9,0.0,31,(low-volume cell),
17229_2895,4th Main Road,13.030410873684213,77.53471006842105,Yeshwanthpura,19.74308429954333,683,19,1.894736842105263,none,3,3.8,27.29706719874862,False,3,0.0,19,(low-volume cell),
17244_2871,BTP128 - Gorappanapalya Junction,12.920932795454544,77.60052042727273,Mico Layout,19.73873082183417,684,44,1.9886363636363635,none,12,4.4,23.79319652182652,False,8,0.0,44,(low-volume cell),
17241_2911,3rd A Cross Road,13.099759250349653,77.58865023986014,Yelahanka,19.73764655435301,685,143,1.6713286713286712,none,11,15.88888888888889,24.299904813567693,True,7,0.0,143,(low-volume cell),
17249_2873,7th Cross Road,12.931516707317073,77.62327940487805,Adugodi,19.735393294322883,686,41,1.8780487804878048,none,7,3.727272727272727,23.334790173925867,False,9,0.0,41,(low-volume cell),
17233_2893,Mumbai Bengaluru Highway,13.021191261363638,77.55181975681818,Yeshwanthpura,19.72888233698569,687,44,1.0454545454545454,none,2,2.4444444444444446,21.039431559593528,False,16,0.0,44,(low-volume cell),
17222_2899,Mumbai Bengaluru Highway,13.047093941317364,77.50101055269461,Peenya,19.700944847398755,688,167,1.2934131736526946,none,4,16.7,23.74764905863724,True,8,0.0,167,(low-volume cell),
17246_2870,"BTP163 - 16th Main Road, BTM Layout",12.916074704166666,77.61014198333334,Mico Layout,19.695928400730235,689,24,2.458333333333333,none,5,4.0,26.271452630948204,False,4,0.0,24,(low-volume cell),
17242_2906,16th Main Road,13.078371025,77.592661125,Yelahanka,19.654707793036707,690,4,1.75,none,8,1.0,28.41047702041577,False,2,0.0,4,(low-volume cell),
17239_2873,"BTP188 - 27th Cross, 4th Main, Jayanagar",12.93050555,77.57961714583332,Jayanagara,19.6375950673969,691,24,2.5,none,6,3.4285714285714284,25.411251555915204,False,5,0.0,24,(low-volume cell),
17224_2894,3rd Main Road,13.025163941666667,77.51112590555556,Peenya,19.628451072053807,692,12,1.7916666666666667,poi_transit,7,1.7142857142857142,25.39941913116604,False,5,0.0,12,(low-volume cell),
17231_2870,Ittamadu Road,12.919234119313062,77.54215834936386,Banashankari,19.55674200825966,693,26,1.1538461538461535,none,12,3.7142857142857135,25.30662685937012,False,5,0.0,26,(low-volume cell),
17220_2875,Kengeri Main Road,12.939258823404256,77.49299608085107,Jnanabharathi,19.549365883578737,694,47,1.9787234042553192,none,11,5.222222222222222,24.06810400765852,False,7,0.0,47,(low-volume cell),
17242_2905,Sahakar Nagar Road,13.07277109770115,77.59056885402299,Kodigehalli,19.547125484881743,695,87,1.011494252873563,none,9,6.214285714285714,21.99149362534437,True,12,0.0,87,(low-volume cell),
17240_2894,1st Main Road,13.02480429375,77.58224118125,Kodigehalli,19.50051787784572,696,32,1.5625,poi_school,7,2.6666666666666665,22.65092972495401,False,10,0.0,32,(low-volume cell),
17232_2885,"BTP024 - NPS, Vijayanagar",12.984723013520274,77.5467567651941,Magadi Road,19.45716730201846,697,47,1.893617021276596,none,4,4.2727272727272725,23.00582053777356,False,9,0.0,47,(low-volume cell),
17242_2857,Bannerghatta Main Road,12.858122043566206,77.58928657941304,Hulimavu,19.435886142456752,698,28,1.9285714285714288,none,9,2.333333333333333,22.57585639072423,False,10,0.0,28,(low-volume cell),
17220_2882,Muddinapalya Main Road,12.970017166666668,77.4922641,Jnanabharathi,19.429568370212376,699,3,2.0,none,3,1.0,29.80657539528565,False,1,0.0,3,(low-volume cell),
17228_2896,6th Main Road,13.034266935897437,77.53009455128205,Yeshwanthpura,19.428956570986745,700,13,1.5769230769230769,none,2,1.8571428571428568,25.14127117907524,False,5,0.0,13,(low-volume cell),
17261_2893,TC Palya Main Road,13.020913692769469,77.67725031846155,Banaswadi,19.42382836585854,701,13,1.807692307692308,poi_market,2,1.0833333333333333,22.561850616514736,False,10,0.0,13,(low-volume cell),
17266_2869,Gear School Road,12.91173906,77.69801012,Bellandur,19.423072120459334,702,5,1.0,poi_school,3,0.8333333333333334,25.90750274768563,False,4,0.0,5,(low-volume cell),
17226_2895,TVS Cross Road,13.027914557142855,77.5188609,Peenya,19.418028999599606,703,28,1.5,none,11,4.666666666666667,25.900775971060398,False,4,0.0,28,(low-volume cell),
17265_2894,TC Palya Main Road,13.023968925,77.693649475,K.R. Pura,19.41304112637004,704,4,2.0,none,5,1.0,28.061152810041797,False,2,0.0,4,(low-volume cell),
17221_2876,Kengeri Main Road,12.944618796,77.495316432,Jnanabharathi,19.404686108932857,705,25,1.88,poi_market,4,2.272727272727273,22.94376767617277,False,9,0.0,25,(low-volume cell),
17249_2900,Manyata Residency Road,13.05363958888889,77.62132679999999,Hennuru,19.3953872743602,706,9,1.1111111111111112,poi_techpark,9,3.0,29.75413874866548,False,1,0.0,9,(low-volume cell),
17241_2882,BTP075 - Police Corner,12.96986350131579,77.58578256052631,Halasuru Gate,19.390760459277303,707,76,1.0,none,8,5.428571428571429,21.81557515249953,True,12,0.0,76,(low-volume cell),
17258_2897,K Muniswamappa Main Road,13.037923,77.664938,Hennuru,19.33333333333333,710,1,2.0,none,5,0.3333333333333333,29.65894283712749,False,1,0.0,1,(low-volume cell),
17275_2873,Varthur Main Road,12.9298278,77.7403797,Whitefield,19.33333333333333,712,1,2.0,none,9,0.3333333333333333,29.65894283712749,False,1,0.0,1,(low-volume cell),
17244_2897,Visvanathan Nagenahalli Main Road,13.0392608,77.5997035,Hebbala,19.33333333333333,709,1,2.0,none,5,0.3333333333333333,29.65894283712749,False,1,0.0,1,(low-volume cell),
17224_2897,Nagasandra Main Road,13.0369347,77.5102354,Peenya,19.33333333333333,708,1,2.0,none,13,0.3333333333333333,29.65894283712749,False,1,0.0,1,(low-volume cell),
17267_2875,Panathur Main Road,12.9378354,77.7021191,HAL Old Airport,19.33333333333333,711,1,2.0,none,9,0.3333333333333333,29.65894283712749,False,1,0.0,1,(low-volume cell),
17278_2881,Immadihalli Main Road,12.968793564429724,77.75544575173693,Whitefield,19.33333333333333,713,1,2.0,none,10,0.3333333333333333,29.65894283712749,False,1,0.0,1,(low-volume cell),
17257_2865,Haralur Road,12.894413272598245,77.65724118251943,HSR Layout,19.307392105475955,714,75,1.0,none,11,3.571428571428572,19.904255100671826,True,19,0.0,75,(low-volume cell),
17241_2856,Bannerghatta Main Road,12.854561163506752,77.58862967137404,Hulimavu,19.30731471388532,715,28,1.8928571428571428,none,7,2.5454545454545454,22.82863741053827,False,9,0.0,28,(low-volume cell),
17235_2874,80 Feet Main Road,12.935814369566478,77.55995071282092,Basavanagudi,19.282802724832894,716,13,1.5,none,11,1.625,24.302594081841608,False,6,0.0,13,(low-volume cell),
17237_2885,5th Main Road,12.984135555555556,77.56806603888889,Sheshadripuram,19.246477254669163,717,36,1.6388888888888888,none,3,2.769230769230769,21.98989395529384,False,11,0.0,36,(low-volume cell),
17244_2883,BTP042 - Minsk Square Junction (CTO),12.97598708429752,77.5997585338843,Cubbon Park,19.22904890534912,718,121,1.0165289256198349,none,6,3.78125,17.59187212289808,True,30,0.0330578512396694,121,(low-volume cell),
17233_2881,C Chowdappa Main Road,12.96550738235294,77.54938777941176,Magadi Road,19.187736762213493,719,34,1.9411764705882355,none,3,2.125,20.98714488992695,False,14,0.0,34,(low-volume cell),
17230_2885,BTP208 - Havanur Circle,12.986144964375852,77.53722739127421,Kamakshipalya,19.16035741469412,720,133,1.086466165413534,none,10,9.5,21.55636020602927,True,12,0.0,133,(low-volume cell),
17239_2895,80 Feet Road,13.028455763380284,77.57657537746479,Sadashivanagar,19.141118227039836,721,71,1.056338028169014,none,11,8.875,24.12402559847897,True,6,0.0,71,(low-volume cell),
17239_2871,"BTP114 - KR Road Junction, Near JSS",12.922881267663628,77.57749647594986,Jayanagara,19.11135277559952,722,25,1.72,poi_hospital,7,1.9230769230769231,21.83550866565415,False,11,0.0,25,(low-volume cell),
17240_2891,BTP030 - Mekhri Circle,13.011034087272728,77.5836094709091,Sadashivanagar,19.102623225941414,723,55,1.3818181818181818,none,11,4.230769230769231,21.82553479517805,True,11,0.0,55,(low-volume cell),
17232_2876,Sri Kumaraswamy Temple Road,12.942335522222224,77.54829405185185,Banashankari,19.059474608815457,724,27,1.1851851851851851,none,13,5.4,26.351898785222364,False,3,0.0,27,(low-volume cell),
17244_2870,BTP128 - Gorappanapalya Junction,12.91759416923077,77.60054846153847,Mico Layout,19.02639246842264,725,13,2.269230769230769,none,3,1.8571428571428568,24.620349057882237,False,5,0.0,13,(low-volume cell),
17239_2914,Doddaballapur Main Road,13.116429825531917,77.57813423404255,Yelahanka,19.025961628259594,726,47,1.9148936170212767,none,3,7.833333333333333,25.37781614074756,False,4,0.0,47,(low-volume cell),
17260_2883,GM Palya Main Road,12.973912466666668,77.6732586,Banaswadi,19.00734614799015,727,3,2.0,poi_mall,2,0.75,27.474729039109757,False,2,0.0,3,(low-volume cell),
17228_2893,100 Feet Road,13.021075455882354,77.52853988529412,Yeshwanthpura,19.00636421319389,728,34,1.3235294117647058,none,10,2.6153846153846154,21.715554903556804,False,11,0.0,34,(low-volume cell),
17242_2873,10th Cross Road,12.93056605882353,77.5922359264706,Jayanagara,19.005489150431693,729,68,1.786764705882353,none,12,6.8,22.909342167504327,True,8,0.0,68,(low-volume cell),
17250_2870,Outer Ring Road,12.91698876,77.62911956,Madiwala,19.003656902430286,730,20,1.9,none,13,2.5,23.95077968492534,False,6,0.0,20,(low-volume cell),
17255_2872,Outer Ring Road,12.924440623529412,77.65006117941176,HSR Layout,18.96812891907624,731,34,2.514705882352941,none,2,5.666666666666667,25.3006758684579,False,4,0.0,34,(low-volume cell),
17229_2879,BTP017 - Attiguppe Circle,12.959558172727272,77.53259762272727,Byatarayanapura,18.950955354393027,732,22,1.75,none,5,4.4,26.20185853136012,False,3,0.0,22,(low-volume cell),
17228_2857,Konanakunte Main Road,12.860555461111112,77.52938273333334,Thalagattapura,18.90973684653268,733,18,1.8611111111111112,none,11,3.6,26.144869240232893,False,3,0.0,18,(low-volume cell),
17253_2883,9th A Main Road,12.97750742929293,77.63984053939393,Jeevanbheemanagar,18.90182440041425,734,99,1.7525252525252526,poi_hospital,2,11.0,23.270886550126164,True,7,0.0,99,(low-volume cell),
17257_2860,Hosa Road,12.870401847540984,77.65802957704918,Electronic City,18.89745468069743,735,61,1.0,none,2,6.777777777777778,23.265506791557264,True,7,0.0,61,(low-volume cell),
17240_2899,Outer Ring Road,13.04688592857143,77.58067284285714,Kodigehalli,18.88612086740888,736,7,2.5,none,2,2.333333333333333,28.97288168387383,False,1,0.0,7,(low-volume cell),
17272_2889,Kodigehalli Main Road,13.0035515,77.72407723333333,K.R. Pura,18.874012814656822,737,3,2.0,none,3,1.0,28.954306922954405,False,1,0.0,3,(low-volume cell),
17248_2892,Vinoba Nagar Main Road,13.01740818,77.61823932,K.G. Halli,18.85640545379267,738,5,2.0,none,5,1.6666666666666667,28.92729576557255,False,1,0.0,5,(low-volume cell),
17242_2891,Jayamahal Main Road,13.010608785714286,77.59052727142857,R.T. Nagar,18.85158943730557,739,14,1.8571428571428568,none,5,3.5,27.249585908198004,False,2,0.0,14,(low-volume cell),
17238_2897,3rd Main Road,13.037182311363637,77.57455127272728,Kodigehalli,18.85093724879285,740,88,1.4204545454545454,none,10,8.8,22.72304428433712,True,8,0.0,88,(low-volume cell),
17231_2894,Mumbai Bengaluru Highway,13.027222469518716,77.54311865347593,Yeshwanthpura,18.835024878120453,741,187,1.03475935828877,none,10,9.35,19.62840334432949,True,18,0.0,187,(low-volume cell),
17227_2892,3rd Cross Road,13.0155316,77.5235756,Rajajinagar,18.83333333333333,742,1,1.5,none,4,0.3333333333333333,28.891901212029364,False,1,0.0,1,(low-volume cell),
17249_2875,20th Main Road,12.94025445,77.62217559821428,Adugodi,18.76561319979625,743,56,1.8214285714285716,none,4,4.307692307692308,21.44048694258959,True,11,0.0,56,(low-volume cell),
17236_2885,BTP010 - Rajajinagar Entrance,12.982688707692308,77.5631418025641,Sheshadripuram,18.756744070418225,744,78,1.1794871794871795,none,11,6.0,21.43035359652746,True,11,0.0,78,(low-volume cell),
17238_2900,Kodigehalli Road,13.051876227659571,77.57495237446808,Kodigehalli,18.747238224004278,745,47,1.0851063829787233,none,2,5.875,23.6276088707177,False,6,0.0,47,(low-volume cell),
17253_2861,Manipal County Road,12.876414149161064,77.64000804489984,Electronic City,18.7282553650512,746,18,1.2222222222222223,none,3,6.0,28.730702860923092,False,1,0.0,18,(low-volume cell),
17236_2896,6th Main Road,13.032552396551726,77.56403275517242,Yeshwanthpura,18.62305709596896,747,29,1.9827586206896552,none,3,7.25,26.91924709571941,False,2,0.0,29,(low-volume cell),
17233_2879,"BTP093 - Toll Gate, Mysore Road",12.957305790909093,77.55187887878787,Chamarajpet,18.561863070968293,748,33,1.0,none,0,2.2,20.5824267871934,False,13,0.0,33,(low-volume cell),
17236_2870,BTP158 - Devegowda Petrol Bunk,12.917984225,77.56454016250001,Banashankari,18.559693690654907,749,16,1.03125,poi_school,10,2.6666666666666665,24.75588373995465,False,4,0.0,16,(low-volume cell),
17222_2877,Bangalore University Road,12.948854072215957,77.49966429687359,Jnanabharathi,18.54098742405304,750,10,1.1,poi_school,11,3.333333333333333,28.443418249339075,False,1,0.0,10,(low-volume cell),
17274_2871,Varthur Main Road,12.92110340526316,77.73637175789474,Whitefield,18.5378211416486,751,19,1.4736842105263157,none,6,2.375,23.36367533268801,False,6,0.0,19,(low-volume cell),
17246_2876,BTP133 - Adugodi Junction,12.94345418387097,77.60787879129032,Adugodi,18.502502871530517,752,31,1.032258064516129,poi_market,8,3.4444444444444446,22.779263847532828,False,7,0.0,31,(low-volume cell),
17224_2896,1st Main Road,13.0363172,77.511368,Peenya,18.5,753,1,2.0,none,3,0.3333333333333333,28.38054012863062,False,1,0.0,1,(low-volume cell),
17279_2862,Sarjapura Main Road,12.8818389,77.7569146,No Police Station,18.5,755,1,2.0,none,11,0.3333333333333333,28.38054012863062,False,1,0.0,1,(low-volume cell),
17225_2886,Magadi Main Road,12.9884109,77.5161497,Kamakshipalya,18.5,754,1,2.0,none,12,0.3333333333333333,28.38054012863062,False,1,0.0,1,(low-volume cell),
17261_2882,GM Palya Main Road,12.9730347,77.67664175,Banaswadi,18.49905930580252,756,2,2.0,poi_mall,5,0.5,26.740010833079367,False,2,0.0,2,(low-volume cell),
17235_2882,1st Main Road,12.9691214,77.55914672,Magadi Road,18.489738787126004,757,5,1.9,none,1,1.25,26.72653821448509,False,2,0.0,5,(low-volume cell),
17247_2881,BTP141 - Palmgroove Junction,12.9666287125,77.6153934375,Ashok Nagar,18.484631426261856,758,8,1.0625,none,4,1.6,25.5571124820878,False,3,0.0,8,(low-volume cell),
17241_2901,15th Cross Road,13.058080960526317,77.58749591578948,Kodigehalli,18.469359449823088,759,38,1.605263157894737,none,11,4.75,23.27739136607102,False,6,0.0,38,(low-volume cell),
17265_2891,MBT Road,13.009619385714286,77.69666345142856,K.R. Pura,18.46777610319455,760,35,1.0571428571428572,poi_hospital,12,2.6923076923076925,19.48127543524149,False,11,0.1428571428571428,35,(low-volume cell),
17243_2860,Bannerghatta Main Road,12.872986265992024,77.59426217756466,Hulimavu,18.46560448069318,761,49,1.959183673469388,none,3,5.444444444444445,22.733836578245583,False,7,0.0,49,(low-volume cell),
17219_2873,Kengeri Main Road,12.93288344,77.4883695,Kengeri,18.456405453792676,762,5,2.0,none,12,1.0,25.518086853895596,False,3,0.0,5,(low-volume cell),
17255_2885,Suranjan Das Road,12.986201752107808,77.64819382678033,Jeevanbheemanagar,18.44501079325124,763,23,1.0434782608695652,none,13,2.3,22.23373785337721,False,8,0.0,23,(low-volume cell),
17240_2893,Bellary Road,13.021047692766658,77.5841506288713,R.T. Nagar,18.437780502454668,764,38,1.013157894736842,none,10,2.235294117647059,19.90682672014367,False,15,0.0,38,(low-volume cell),
17233_2862,Anjanapura Main Road,12.882996896296296,77.54915667407407,Thalagattapura,18.429844979185827,765,27,1.962962962962963,none,10,2.25,21.40728395421732,False,10,0.0,27,(low-volume cell),
17224_2881,60 Feet Road,12.9670416625,77.50985006875,Jnanabharathi,18.415943690654903,766,16,1.34375,none,3,4.0,26.6198689159848,False,2,0.0,16,(low-volume cell),
17235_2875,50 Feet Main Road,12.940847446875,77.56005713125,Basavanagudi,18.41197621117904,767,32,1.953125,none,3,3.2,22.193917749929085,False,8,0.0,32,(low-volume cell),
17230_2878,BTP096 - Gali Anjaneya Temple,12.952142188,77.537413576,Byatarayanapura,18.38468610893285,768,25,1.16,poi_market,5,2.083333333333333,21.35482942952387,False,10,0.0,25,(low-volume cell),
17243_2900,Bellary Road,13.051015614285715,77.59373214857143,Hebbala,18.33920467462312,769,35,1.0,poi_mall,1,3.5,22.106198459053758,False,8,0.0,35,(low-volume cell),
17258_2879,Old Airport Road,12.959043630457751,77.66261448487965,Jeevanbheemanagar,18.332557983753865,770,19,1.0,none,2,1.4615384615384617,20.353626233780297,False,11,0.0526315789473684,19,(low-volume cell),
17235_2895,MS Ramaiah Road,13.029659330020682,77.56086988312653,Yeshwanthpura,18.326149903981836,771,51,1.068627450980392,poi_school,13,5.1,22.090462152286158,True,8,0.0,51,(low-volume cell),
17236_2875,Sri Dattathreya Temple Road,12.940801195873002,77.56489964478591,Basavanagudi,18.316192333847205,772,80,1.5375,poi_school,11,5.0,20.03386783475321,True,14,0.0,80,(low-volume cell),
17232_2907,Singapura Main Road,13.081746100211175,77.54818519092028,Yelahanka,18.315526697341745,773,40,1.325,none,5,2.3529411764705883,19.7748322366462,False,15,0.0,40,(low-volume cell),
17241_2857,Bannerghatta Main Road,12.857527508381873,77.58891979566688,Hulimavu,18.29527707795125,774,27,1.9259259259259256,none,4,2.076923076923077,20.90310852752371,False,11,0.0,27,(low-volume cell),
17221_2900,Mumbai Bengaluru Highway,13.050365214634146,77.4947220707317,Chikkabanavara,18.235393294322883,775,41,1.0609756097560976,none,2,10.25,26.35888702095835,False,2,0.0,41,(low-volume cell),
17245_2881,"BTP099 - Cash Pharmacy, Residency Road",12.96692693828579,77.6044034011612,Ashok Nagar,18.232585203826638,776,59,1.0,none,3,3.4705882352941178,19.68528230740741,True,15,0.0,59,(low-volume cell),
17252_2889,Banaswadi Main Road,13.002677833333331,77.63472583888888,Banaswadi,18.20418129097712,777,18,2.2777777777777777,none,10,1.8,21.943440380475696,False,8,0.0,18,(low-volume cell),
17240_2901,Kodigehalli Main Road,13.058655714285717,77.58299394285714,Kodigehalli,18.17301800873414,778,14,1.9642857142857144,none,8,2.8,25.12627136986692,False,3,0.0,14,(low-volume cell),
17254_2900,Hennur Main Road,13.052797066666669,77.64612534,Hennuru,18.1553717773038,779,15,2.2333333333333334,none,4,1.3636363636363635,21.46659986121828,False,9,0.0,15,(low-volume cell),
17267_2893,TC Palya Main Road,13.020900333333334,77.70234356666667,K.R. Pura,18.132424311397237,780,9,2.0,none,4,1.8,25.07014595059407,False,3,0.0,9,(low-volume cell),
17254_2868,19th Main Road,12.909186229166666,77.64453194166667,HSR Layout,18.12368052195955,781,96,1.9166666666666667,none,10,12.0,22.8417236477214,True,6,0.0,96,(low-volume cell),
17235_2906,Vidyaranyapura Main Road,13.079539322222224,77.559084475,Yelahanka,18.106662439854347,782,36,1.9444444444444444,none,3,9.0,26.17280921093909,False,2,0.0,36,(low-volume cell),
17243_2863,BDA 80 Feet Road,12.884806443029396,77.59699228360144,Hulimavu,18.08264300138425,783,62,1.435483870967742,none,11,5.166666666666667,21.0039896597369,True,10,0.0,62,(low-volume cell),
17247_2880,BTP142 - Lower Agram Road Junction,12.96167819574468,77.61525553829787,Ashok Nagar,18.06638716017449,784,47,1.0106382978723405,none,2,7.833333333333333,23.154384857147456,False,4,0.0851063829787234,47,(low-volume cell),
17229_2875,60 Feet Road,12.938596522580646,77.53336625645161,Banashankari,18.041245151921885,785,62,1.153225806451613,none,3,5.636363636363637,21.33165849892421,True,9,0.0,62,(low-volume cell),
17251_2911,Kogilu Main Road,13.101616633333334,77.6316221,Hennuru,18.040679481323487,786,3,2.0,none,3,0.75,26.07743219761385,False,2,0.0,3,(low-volume cell),
17264_2929,Unnamed Road,13.184192867441862,77.68972029418605,Chikkajala,18.03118971363591,787,86,1.0,none,5,21.5,26.06371493304518,False,2,0.0,86,(low-volume cell),
17255_2862,11th Main Road,12.882589364060015,77.6496604965666,Electronic City,18.022038443970462,788,15,1.9666666666666663,none,4,5.0,27.647307311287967,False,1,0.0,15,(low-volume cell),
17256_2859,Hosur Road,12.86954136375,77.65351064000001,Electronic City,18.01827566718054,789,80,1.03125,none,12,3.809523809523809,18.57528729900668,True,19,0.0,80,(low-volume cell),
17251_2889,Banaswadi Main Road,13.001973344198278,77.63244589643043,Banaswadi,17.990502013820205,790,55,1.981818181818182,none,10,3.928571428571429,20.240214381376376,True,12,0.0,55,(low-volume cell),
17225_2883,4th A Cross Road,12.975115633333331,77.51373437407408,Jnanabharathi,17.99033880634632,791,27,1.2777777777777777,none,3,2.4545454545454546,21.271467709979103,False,9,0.0,27,(low-volume cell),
17225_2869,2nd Cross Road,12.912928775,77.51377745,Kengeri,17.979707793036706,792,4,1.25,none,7,1.3333333333333333,27.58236856872059,False,1,0.0,4,(low-volume cell),
17280_2892,Whitefield Main Road,13.015433181818182,77.76156711818182,Mahadevapura,17.968933778039002,793,33,1.696969696969697,none,3,8.25,25.973725254934216,False,2,0.0,33,(low-volume cell),
17249_2894,22nd Cross Road,13.026508175,77.62244390000001,K.G. Halli,17.954707793036707,794,4,1.375,none,13,0.8,24.824432582286803,False,3,0.0,4,(low-volume cell),
17232_2898,Jalahalli Main Road,13.04426240952381,77.54784313809525,Jalahalli,17.947539921249543,795,21,1.9285714285714288,none,13,2.625,22.619729284066253,False,6,0.0,21,(low-volume cell),
17218_2900,Mumbai Bengaluru Highway,13.053633466666668,77.4842391875,No Police Station,17.938983956285792,796,24,1.0208333333333333,none,12,3.0,22.608945989414558,False,6,0.0,24,(low-volume cell),
17222_2878,2nd Main Road,12.9521551,77.49967971999999,Jnanabharathi,17.92307212045934,797,5,2.4,none,2,0.8333333333333334,23.90672481304605,False,4,0.0,5,(low-volume cell),
17249_2878,4th Main Road,12.95358159090909,77.62227906818181,Ashok Nagar,17.92065232409,798,22,1.8863636363636365,none,3,3.142857142857143,23.18950985039901,False,5,0.0,22,(low-volume cell),
17240_2898,Outer Ring Road,13.04333549375,77.58349964375,Kodigehalli,17.89302702398824,799,16,2.25,none,6,3.2,24.739151879837216,False,3,0.0,16,(low-volume cell),
17235_2890,"BTP001 - 10th Cross, Dr. Rajkumar Road",13.0065462,77.55806889583333,Malleshwaram,17.8875950673969,800,24,1.75,none,6,4.0,23.85940367641048,False,4,0.0,24,(low-volume cell),
17253_2894,5th Main Road,13.024166788235291,77.6399013117647,Banaswadi,17.887320711506916,801,17,1.7647058823529411,none,10,2.4285714285714284,23.146378398242767,False,5,0.0,17,(low-volume cell),
17227_2900,Chikka Banavara RS Road,13.050494744400002,77.52553118239999,Jalahalli,17.8551467431736,802,250,1.028,none,3,35.714285714285715,23.10474494974441,True,5,0.0,250,Two-wheeler spillover,Add two-wheeler parking supply; mark legal bays near transit/markets
17270_2889,Kodigehalli Main Road,13.0045448,77.71710988181817,K.R. Pura,17.842539480570707,803,11,1.9545454545454544,none,3,1.375,22.487394626877336,False,6,0.0,11,(low-volume cell),
17271_2884,Road Number 7th,12.980570428571427,77.72152581428573,Mahadevapura,17.80158943730557,804,14,1.0714285714285714,poi_techpark,7,3.5,25.73183244243521,False,2,0.0,14,(low-volume cell),
